[Cursor]
SetIndex: 0
ItemCount: 5
0,0,0,32,32,0,0
0,32,0,32,32,0,0
0,64,0,32,32,0,0
0,96,0,32,32,0,0
0,128,0,32,32,0,0

[Amulet]
SetIndex: 1
ItemCount: 103
1,0,0,22,22,0,0
1,22,0,22,22,0,0
1,44,0,22,22,0,0
1,66,0,22,22,0,0
1,88,0,22,22,0,0
1,110,0,22,22,0,0
1,132,0,22,22,0,0
1,154,0,22,22,0,0
1,176,0,22,22,0,0
1,198,0,22,22,0,0
1,0,22,22,22,0,0
1,22,22,22,22,0,0
1,44,22,22,22,0,0
1,66,22,22,22,0,0
1,88,22,22,22,0,0
1,110,22,22,22,0,0
1,132,22,22,22,0,0
1,154,22,22,22,0,0
1,176,22,22,22,0,0
1,198,22,22,22,0,0
1,0,44,22,22,0,0
1,22,44,22,22,0,0
1,44,44,22,22,0,0
1,66,44,22,22,0,0
1,88,44,22,22,0,0
1,110,44,22,22,0,0
1,132,44,22,22,0,0
1,154,44,22,22,0,0
1,176,44,22,22,0,0
1,198,44,22,22,0,0
1,0,66,22,22,0,0
1,22,66,22,22,0,0
1,44,66,22,22,0,0
1,66,66,22,22,0,0
1,88,66,22,22,0,0
1,110,66,22,22,0,0
1,132,66,22,22,0,0
1,154,66,22,22,0,0
1,176,66,22,22,0,0
1,198,66,22,22,0,0
1,0,88,22,22,0,0
1,22,88,22,22,0,0
1,44,88,22,22,0,0
1,66,88,22,22,0,0
1,88,88,22,22,0,0
1,110,88,22,22,0,0
1,132,88,22,22,0,0
1,154,88,22,22,0,0
1,176,88,22,22,0,0
1,198,88,22,22,0,0
1,0,110,22,22,0,0
1,22,110,22,22,0,0
1,44,110,22,22,0,0
1,66,110,22,22,0,0
1,88,110,22,22,0,0
1,110,110,22,22,0,0
1,132,110,22,22,0,0
1,154,110,22,22,0,0
1,176,110,22,22,0,0
1,198,110,22,22,0,0
1,0,132,22,22,0,0
1,22,132,22,22,0,0
1,44,132,22,22,0,0
1,66,132,22,22,0,0
1,88,132,22,22,0,0
1,110,132,22,22,0,0
1,132,132,22,22,0,0
1,154,132,22,22,0,0
1,176,132,22,22,0,0
1,198,132,22,22,0,0
1,0,154,22,22,0,0
1,22,154,22,22,0,0
1,44,154,22,22,0,0
1,66,154,22,22,0,0
1,88,154,22,22,0,0
1,110,154,22,22,0,0
1,132,154,22,22,0,0
1,154,154,22,22,0,0
1,176,154,22,22,0,0
1,198,154,22,22,0,0
1,0,176,22,22,0,0
1,22,176,22,22,0,0
1,44,176,22,22,0,0
1,66,176,22,22,0,0
1,88,176,22,22,0,0
1,110,176,22,22,0,0
1,132,176,22,22,0,0
1,154,176,22,22,0,0
1,176,176,22,22,0,0
1,198,176,22,22,0,0
1,0,198,22,22,0,0
1,22,198,22,22,0,0
1,44,198,22,22,0,0
1,66,198,22,22,0,0
1,88,198,22,22,0,0
1,110,198,22,22,0,0
1,132,198,22,22,0,0
1,154,198,22,22,0,0
1,176,198,22,22,0,0
1,198,198,22,22,0,0
1,0,220,22,22,0,0
1,22,220,22,22,0,0
1,44,220,22,22,0,0


[Amulet_sel]
SetIndex: 2
ItemCount: 103
2,0,0,22,22,0,0
2,22,0,22,22,0,0
2,44,0,22,22,0,0
2,66,0,22,22,0,0
2,88,0,22,22,0,0
2,110,0,22,22,0,0
2,132,0,22,22,0,0
2,154,0,22,22,0,0
2,176,0,22,22,0,0
2,198,0,22,22,0,0
2,0,22,22,22,0,0
2,22,22,22,22,0,0
2,44,22,22,22,0,0
2,66,22,22,22,0,0
2,88,22,22,22,0,0
2,110,22,22,22,0,0
2,132,22,22,22,0,0
2,154,22,22,22,0,0
2,176,22,22,22,0,0
2,198,22,22,22,0,0
2,0,44,22,22,0,0
2,22,44,22,22,0,0
2,44,44,22,22,0,0
2,66,44,22,22,0,0
2,88,44,22,22,0,0
2,110,44,22,22,0,0
2,132,44,22,22,0,0
2,154,44,22,22,0,0
2,176,44,22,22,0,0
2,198,44,22,22,0,0
2,0,66,22,22,0,0
2,22,66,22,22,0,0
2,44,66,22,22,0,0
2,66,66,22,22,0,0
2,88,66,22,22,0,0
2,110,66,22,22,0,0
2,132,66,22,22,0,0
2,154,66,22,22,0,0
2,176,66,22,22,0,0
2,198,66,22,22,0,0
2,0,88,22,22,0,0
2,22,88,22,22,0,0
2,44,88,22,22,0,0
2,66,88,22,22,0,0
2,88,88,22,22,0,0
2,110,88,22,22,0,0
2,132,88,22,22,0,0
2,154,88,22,22,0,0
2,176,88,22,22,0,0
2,198,88,22,22,0,0
2,0,110,22,22,0,0
2,22,110,22,22,0,0
2,44,110,22,22,0,0
2,66,110,22,22,0,0
2,88,110,22,22,0,0
2,110,110,22,22,0,0
2,132,110,22,22,0,0
2,154,110,22,22,0,0
2,176,110,22,22,0,0
2,198,110,22,22,0,0
2,0,132,22,22,0,0
2,22,132,22,22,0,0
2,44,132,22,22,0,0
2,66,132,22,22,0,0
2,88,132,22,22,0,0
2,110,132,22,22,0,0
2,132,132,22,22,0,0
2,154,132,22,22,0,0
2,176,132,22,22,0,0
2,198,132,22,22,0,0
2,0,154,22,22,0,0
2,22,154,22,22,0,0
2,44,154,22,22,0,0
2,66,154,22,22,0,0
2,88,154,22,22,0,0
2,110,154,22,22,0,0
2,132,154,22,22,0,0
2,154,154,22,22,0,0
2,176,154,22,22,0,0
2,198,154,22,22,0,0
2,0,176,22,22,0,0
2,22,176,22,22,0,0
2,44,176,22,22,0,0
2,66,176,22,22,0,0
2,88,176,22,22,0,0
2,110,176,22,22,0,0
2,132,176,22,22,0,0
2,154,176,22,22,0,0
2,176,176,22,22,0,0
2,198,176,22,22,0,0
2,0,198,22,22,0,0
2,22,198,22,22,0,0
2,44,198,22,22,0,0
2,66,198,22,22,0,0
2,88,198,22,22,0,0
2,110,198,22,22,0,0
2,132,198,22,22,0,0
2,154,198,22,22,0,0
2,176,198,22,22,0,0
2,198,198,22,22,0,0
2,0,220,22,22,0,0
2,22,220,22,22,0,0
2,44,220,22,22,0,0

[dir]
SetIndex: 3
ItemCount: 1
0,192,0,16,16,0,0

[up_btn]
SetIndex: 4
ItemCount: 2
0,209,0,10,17,0,0
0,219,0,10,17,0,0

[down_btn]
SetIndex: 5
ItemCount: 2
0,209,19,10,17,0,0
0,219,19,10,17,0,0

[progress]
SetIndex: 6
ItemCount: 2
34,0,235,110,4,0,0
28,135,83,75,18,0,0

[party_hp_progress]
SetIndex: 7
ItemCount: 2
34,0,235,110,4,0,0
26,174,0,4,4,0,0

[party_cancelBtn]
SetIndex: 8
ItemCount: 5
35,184,0,24,24,0,0
35,208,0,24,24,0,0
35,208,0,24,24,0,0
35,232,0,24,24,0,0
35,232,0,24,24,0,0

[MessageBox_BG]
SetIndex: 9
ItemCount: 1
36,0,0,256,97,0,0

[skill_cover]
SetIndex: 10
ItemCount: 3
59,0,0,74,64,0,0
59,74,0,74,64,0,0
59,0,82,74,64,0,0

[N_minimap]
SetIndex: 11
ItemCount: 1
4,0,0,384,384,0,0

[title_1]
SetIndex: 12
ItemCount: 1
5,0,0,256,256,0,0

[title_2]
SetIndex: 13
ItemCount: 1
6,0,0,256,256,0,0

[OK_Btn]
SetIndex: 14
ItemCount: 5
58,0,0,103,21,0,0
58,0,21,103,21,0,0
58,0,21,103,21,0,0
58,0,21,103,21,0,0
58,0,0,103,21,0,0

[Cancel_Btn]
SetIndex: 15
ItemCount: 5
58,0,42,103,21,0,0
58,0,63,103,21,0,0
58,0,63,103,21,0,0
58,0,63,103,21,0,0
58,0,42,103,21,0,0

[Party_Btn]
SetIndex: 16
ItemCount: 5
58,103,0,103,21,0,0
58,103,21,103,21,0,0
58,103,21,103,21,0,0
58,103,21,103,21,0,0
58,103,0,103,21,0,0

[Trade_Btn]
SetIndex: 17
ItemCount: 5
58,103,42,103,21,0,0
58,103,63,103,21,0,0
58,103,63,103,21,0,0
58,103,63,103,21,0,0
58,103,42,103,21,0,0

[skill_1]
SetIndex: 18
ItemCount: 3
59,203,0,53,13,0,0
59,203,42,53,13,0,0
59,203,84,53,13,0,0

[skill_2]
SetIndex: 19
ItemCount: 3
59,203,14,53,13,0,0
59,203,56,53,13,0,0
59,203,98,53,13,0,0

[skill_3]
SetIndex: 20
ItemCount: 3
59,203,28,53,13,0,0
59,203,70,53,13,0,0
59,203,112,53,13,0,0

[store_title]
SetIndex: 21
ItemCount: 1
24,135,0,104,234,0,0

[warehouse_title]
SetIndex: 22
ItemCount: 1
36,0,152,234,104,0,0

[grid_back_left]
SetIndex: 23
ItemCount: 1
30,23,3,112,146,0,0

[grid_back_right]
SetIndex: 24
ItemCount: 1
31,0,3,110,146,0,0

[party_title]
SetIndex: 25
ItemCount: 1
34,0,0,108,114,0,0

[party_body]
SetIndex: 26
ItemCount: 1
35,0,0,108,141,0,0

[skill_Master_title]
SetIndex: 27
ItemCount: 1
37,0,0,234,102,0,0

[skill_title]
SetIndex: 28
ItemCount: 1
37,0,102,234,104,0,0

[skill_grid]
SetIndex: 29
ItemCount: 1
38,0,0,234,256,0,0

[skill_grid2]
SetIndex: 30
ItemCount: 1
59,0,168,234,89,0,0

[trade_up]
SetIndex: 31
ItemCount: 1
