Combinação_da_Pedra_Espiritual_II 10000 72
FFFFFFFF Possível_criar_uma_pedra_espiritual_mais
FFFFFFFF potente_atribuindo_opções_ao_utilizar
FFFFFFFF orbes_de_acessórios_ou_ankhs.
FFFFFFFF Dependendo_do_tipo_de_orbe_ou_de_ankh,
FFFFFFFF as_opções_atribuídas_serão_diferentes,
FFFFFFFF fundindo_as_pedras_espirituais_bem
FFFFFFFF sucedidas_entre_elas,_poder_aumentará
FFFFFFFF ainda_mais_o_valor_da_opção.
FFFF0000 Em caso de falha, os itens serão destruídos.
Refinação_Abençoada_Purificada 10001 516
FFFFFFFF Caso_esteja_refinando_a_partir
FFFFFFFF de_+12,_poderá_utilizar_este_item
FFFFFFFF no_lugar_da_pedra_secreta._Quanto_maior_o
FFFFFFFF nível_de_refinação_abençoada_purificada,
FFFFFFFF a_chance_de_sucesso_será_maior.
FFFFFFFF Apenas_personagens_celestiais_a_partir_do
FFFF0000 nível_200_poderá_realizar_esta_ação._São
FFFF0000 Necessários 30.000.000_pontos_de_exp.
FFFFFFFF (Impossibilitado_para_Hardcores)
Combinação_da_Troca_de_Alma 10002 859
FFFFFFFF Altera_a_alma_do_personagem_comum.
FFFFFFFF O_aumento_do_atributo_da_alma_é_relativo
FFFFFFFF ao_tipo_de_jóia_combinada.
FFFFFFFF                                       
FFFFFFFF                                      
FFFFFFFF                                    
FFFFFFFF                                    
FFFFFFFF                                    
FFFFFFFF                                                                        
Combinação_do_Item_Arch 10003 321
FFFFFFFF Poderá_atribuir_opções_na_defesas_para
FFFFFFFF os_personagens_Arch._Para_atribuir_opções
FFFFFFFF nas_armaduras_de_alto_nível_para_arch,
FFFFFFFF é_necessário_um_item_+9_e_a_pedra_brilhante.  
FFFFFFFF A_chance_de_sucesso_varia_de_acordo_com_o
FFFFFFFF nível_de_refinação_dos_itens_que
FFFFFFFF possuem_as_opções.
FFFFFFFF                                                                       
FFFFFFFF  
Criação_de_Item_Ancient 10004 192
FFFFFFFF Os_itens_refinados_até_+9_podem_ser_criados
FFFFFFFF em_Ancient_utilizando_até_4_itens_com
FFFFFFFF refinação_a_partir_de_+7_e_utilizando_uma
FFFFFFFF jóia_específica._Um_item_ancient_adquirido
FFFFFFFF através_dessa_combinação_possui_um
FFFFFFFF poder_superior_aos_itens_normais,_possuindo
FFFFFFFF uma_habilidade_através_das_jóias_usadas.
FFFF0000 (Atualmente_apenas_as_armas
FFFF0000 podem_ser_combinadas)
Sistema_de_Refinação_+10 10005 433
FFFFFFFF Para_esse_procedimento,_são_necessários
FFFFFFFF 2_itens_iguais_+9._O_Adicional_do_Item_+10
FFFFFFFF pode_variar(Aumentar ou diminuir)_durante
FFFFFFFF a_composição.
FFFFFFFF Para_completar_essa_composição,_também
FFFFFFFF são_necessárias_4_joias_iguais_e_uma
FFFFFFFF pedra_do_sábio.
FFFFFFFF          
FFFF0000
Combinação_da_Pedra_Espiritual_I 10006 72
FFFFFFFF Utilizando_uma_pedra_espiritual_refinada
FFFFFFFF até_+9,_crie_uma_opção_poderosa_através_da
FFFFFFFF combinação._A_pedra_espiritual_criada_desta
FFFFFFFF maneira_possui_uma_opção_muito_mais_poderosa,
FFFFFFFF sua_opção_é_atribuída_aleatóriamente.
FFFFFFFF Combinação_pode_ser_realizada_somente_por
FFFFFFFF personagens_acima_do_356_Arch_com_a_quest
FFFFFFFF "Renascimento_do_Guerreiro_Berserker".
FFFF0000
Combinação_de_Item_Celestial 10007 298
FFFFFFFF Para_combinar_um_item_celestial,_é
FFFFFFFF necessário_um_item_Celestial_selado_+9,
FFFFFFFF _um_item_+15_de_arch_e_a_pedra_lunar
FFFFFFFF _ou_a_jóia_da_escuridão,_Além_dos_
FFFFFFFF 4_tipos_de_pedra_secreta.
FFFFFFFF
FFFF0000 Em_caso_de_falha,_todos_os_itens_serão
FFFF0000 destruídos,_com_exceção_do_equipamento
FFFF0000 Arch+15.
Refinação_item_Arch_+12~+15 10008 384
FFFFFFFF Possível_aprimorar_um_item_com_a_refinação
FFFFFFFF +12_a_+15_combinando_os_itens_completos
FFFFFFFF num_nível_+11_junto_com_os_itens:
FFFFFFFF "Pedra_Secreta/Refinação_Abençoada"_e
FFFFFFFF Lactolerium/Emblema_da_Proteção".
FFFF0000 ATENÇÃO:_A_utilização_da_Poeira_de_Lac
FFFF0000 pode_ocasionar_na_destruição_do_item
FFFF0000 caso falhe._Para_garantir_a_proteção
FFFF0000 do_adicional,_utilize o Emblema da Proteção.
Destravamento_Nv_Celestial_I 10009 357
FFFFFFFF A_partir_do_nível_40_a_experiência_não
FFFFFFFF poderá_mais_ser_obtida._Use_a_combinação
FFFFFFFF na ordem abaixo para desbloquear o nível
FFFFFFFF e poder_adquirir_a_experiência_novamente.
CC9900FF Pergaminho Selado, Pergaminho Selado, 
CC9900FF Selo Mágico, Fehu, Mannaz, Thurizas e Ansuz.
FFFF0000 Existe chance de falha, mesmo na ordem correta.
FFFF0000 Em caso de falha,todos os itens serão destruídos.
FFFFFFFF                                 
Destravamento_Nv_Celestial_II/Pedra_Secreta 10010 366
FFFFFFFF Utilize as runas na ordem para compor:
CC9900FF S:Ansuz-Elhaz-Gebo-Mannaz-Raidho-Sowilo-Tiwaz.
CC9900FF T:Dagaz-Fehu-Kenaz-Naudhiz-Sowilo-Thurisaz-Raidho.
CC9900FF A:Berkano-Ehwaz-Jara-Raidho-Sowilo-Uraz-Wunjo
CC9900FF V:Eihwaz-Hagalaz-Ing-Isa-Laguz-Othel-Perthro.
CC9900FF F:Sowilo-Kenaz-Uraz-Thurizas-Isa-Tiwaz-Hagalaz.
FFFF0000 S= Sol, T= Terra, A= Agua, V= Vento F= Fúria
