1,1,1,2331,34,11,34,2361,8000.10.1.0.0.4.15,0,0,0,0,0,0//Javali
2,2,2,2332,44,12,44,2362,8000.50.10.0.0.5.15,0,0,0,0,0,0//Lobo
3,3,3,2333,54,13,54,2363,7500.80.15.0.0.5.15,4292,0,0,0,0,0//Dragão_Menor
4,4,4,2334,64,14,64,2364,9000.100.20.0.0.4.15,4291,0,0,0,0,0//Urso
5,5,5,2335,74,15,74,2365,9000.150.25.0.0.5.20,4277,4278,0,0,0,0//Dente_de_Sabre
6,6,6,2336,99,16,99,2366,10000.250.50.40.0.6.20,4275,4276,4285,4286,0,0//Cavalo_s/Sela_N
7,6,7,2337,99,17,99,2367,10000.300.60.50.0.6.20,4275,4276,4285,4286,0,0//Cavalo_Fantasm_N
8,6,8,2338,99,18,99,2368,11000.350.65.60.0.6.20,4275,4276,4285,4286,0,0//Cavalo_Leve_N
9,6,9,2339,99,19,99,2369,11000.400.70.70.0.6.20,4275,4276,4285,4286,0,0//Cavalo_Equip_N
10,6,10,2340,99,20,99,2370,12000.500.85.80.0.6.23,4275,4276,4285,4286,0,0//Andaluz_N
11,6,11,2341,99,21,99,2371,10000.250.50.0.16.6.25,4275,4276,4285,4286,0,0//Cavalo_s/Sela_B
12,6,12,2342,99,22,99,2372,10000.300.60.0.20.6.25,4275,4276,4285,4286,0,0//Cavalo_Fantasm_B
13,6,13,2343,99,23,99,2373,11000.350.65.0.24.6.25,4275,4276,4285,4286,0,0//Cavalo_Leve_B
14,6,14,2344,99,24,99,2374,11000.400.70.0.28.6.25,4275,4276,4285,4286,0,0//Cavalo_Equip_B
15,6,15,2345,99,25,99,2375,12000.500.85.0.32.6.28,4275,4276,4285,4286,0,0//Andaluz_B
16,16,16,2346,99,26,99,2376,12000.550.90.0.0.6.28,4279,4280,0,0,0,0//Fenrir
17,17,17,2347,99,27,99,2377,38500.1150.180.90.38.6.44,4287,4288,4249,0,0,0//Dragão
18,18,18,2348,99,28,99,2378,12000.550.90.0.20.6.25,0,0,0,0,0,0//Fenrir_das_Sombras
19,7,19,2349,99,29,99,2379,32000.860.138.70.32.6.38,4281,4282,4250,4251,0,0//Tigre_de_Fogo
20,8,20,2350,99,30,99,2380,35000.960.152.80.35.6.40,4283,4284,4289,4290,0,0//Dragão_Vermelho
21,9,21,2351,99,31,99,2381,15000.570.90.20.16.6.31,4273,4274,4296,4297,0,0//Unicórnio
